District,DBN,School Type,Report Type,School Name,Impact,Performance
19,19K224,Elementary,EMS,P.S. 224 Hale A. Woodruff,0.23,0.15
19,19K273,Elementary,EMS,P.S. 273 Wortman,0.31,0.22
19,19K290,Elementary,EMS,P.S. 290 Juan Morel Campos,0.32,0.35
19,19K292,Middle,EMS,J.H.S. 292 Margaret S. Douglas,0.63,0.37
19,19K306,Elementary,EMS,P.S. 306 Ethan Allen,0.69,0.27
19,19K325,Elementary,EMS,The Fresh Creek School,0.61,0.41
19,19K328,Elementary,EMS,P.S. 328 Phyllis Wheatley,0.26,0.22
19,19K345,Elementary,EMS,P.S. 345 Patrolman Robert Bolden,0.33,0.29
19,19K346,Elementary,EMS,P.S. 346 Abe Stark,0.37,0.31
19,19K364,Middle,EMS,I.S. 364 Gateway,0.35,0.3
19,19K404,High School,HS,Academy for Young Writers,0.45,0.48
19,19K404,Middle,EMS,Academy for Young Writers,0.26,0.28
19,19K409,High School,HS,East New York Family Academy,0.54,0.56
19,19K409,Middle,EMS,East New York Family Academy,0.53,0.48
19,19K422,High School,HS,Spring Creek Community School,0.46,0.44
19,19K422,Middle,EMS,Spring Creek Community School,0.44,0.31
19,19K431,YABC,YABC,Thomas Jefferson Yabc,0.37,0.3
19,19K452,Middle,EMS,Frederick Douglass Academy VIII Middle School,0.3,0.45
19,19K501,YABC,YABC,Franklin K. Lane Campus YABC,0.49,0.37
19,19K502,High School,HS,FDNY - Captain Vernon A. Richard High School for F,0.45,0.27
19,19K504,High School,HS,High School for Civil Rights,0.43,0.16
19,19K507,High School,HS,Performing Arts and Technology High School,0.62,0.37
19,19K510,High School,HS,World Academy for Total Community Health High Scho,0.52,0.28
19,19K557,Elementary,EMS,Brooklyn Gardens Elementary School,0.17,0.13
19,19K583,High School,HS,Multicultural High School,0.54,0.34
19,19K615,High School,HS,Transit Tech Career and Technical Education High S,0.47,0.36
19,19K618,High School,HS,Academy of Innovative Technology,0.62,0.47
19,19K639,High School,HS,Brooklyn Lab School,0.38,0.22
19,19K654,Middle,EMS,Van Siclen Community Middle School,0.43,0.2
19,19K659,High School,HS,Cypress Hills Collegiate Preparatory School,0.72,0.46
19,19K660,High School,HS,W. H. Maxwell Career and Technical Education High,0.71,0.39
19,19K661,Middle,EMS,Vista Academy,0.28,0.36
19,19K662,Middle,EMS,Liberty Avenue Middle School,0.32,0.33
19,19K663,Middle,EMS,School of the Future Brooklyn,0.28,0.14
19,19K677,Elementary,EMS,East New York Elementary School of Excellence,0.32,0.24
19,19K678,Middle,EMS,East New York Middle School of Excellence,0.38,0.25
19,19K683,High School,HS,"The School for Classics: An Academy of Thinkers, W",0.51,0.3
19,19K760,Middle,EMS,Highland Park Community School,0.18,0.31
19,19K764,High School,HS,The Urban Assembly School for Collaborative Health,0.6,0.44
20,20K030,K-8,EMS,P.S./I.S. 30 Mary White Ovington,0.42,0.53
20,20K048,Elementary,EMS,P.S. 048 Mapleton,0.6,0.53
20,20K062,Middle,EMS,J.H.S. 062 Ditmas,0.47,0.46
20,20K069,Elementary,EMS,P.S. 69 Vincent D. Grippo School,0.71,0.72
20,20K102,Elementary,EMS,P.S. 102 The Bayview,0.45,0.65
20,20K104,K-8,EMS,P.S./I.S. 104 The Fort Hamilton School,0.38,0.58
20,20K105,Elementary,EMS,P.S. 105 The Blythebourne,0.53,0.73
20,20K112,Elementary,EMS,P.S. 112 Lefferts Park,0.72,0.68
20,20K127,Elementary,EMS,P.S. 127 Mckinley Park,0.48,0.61
20,20K160,Elementary,EMS,P.S. 160 William T. Sampson,0.66,0.64
20,20K163,K-8,EMS,P.S. 163 Bath Beach,0.47,0.49
20,20K164,Elementary,EMS,P.S. 164 Caesar Rodney,0.67,0.59
20,20K170,Elementary,EMS,Ralph A. Fabrizio School,0.64,0.58
20,20K176,Elementary,EMS,P.S. 176 Ovington,0.66,0.74
20,20K179,Elementary,EMS,P.S. 179 Kensington,0.51,0.38
20,20K180,K-8,EMS,The SEEALL Academy,0.46,0.58
20,20K185,Elementary,EMS,P.S. 185 Walter Kassenbrock,0.51,0.74
20,20K186,Elementary,EMS,P.S. 186 Dr. Irving A Gladstone,0.51,0.56
20,20K187,Middle,EMS,The Christa McAuliffe School\I.S. 187,0.54,0.92
20,20K192,K-8,EMS,P.S. 192 - The Magnet School for Math and Science,0.65,0.44
20,20K200,Elementary,EMS,P.S. 200 Benson School,0.32,0.53
20,20K201,Middle,EMS,J.H.S. 201 The Dyker Heights,0.52,0.75
20,20K204,Elementary,EMS,P.S. 204 Vince Lombardi,0.72,0.77
20,20K205,Elementary,EMS,P.S. 205 Clarion,0.61,0.67
20,20K220,Middle,EMS,J.H.S. 220 John J. Pershing,0.49,0.48
20,20K223,Middle,EMS,J.H.S. 223 The Montauk,0.48,0.51
20,20K227,Middle,EMS,J.H.S. 227 Edward B. Shallow,0.32,0.47
20,20K229,K-8,EMS,P.S. 229 Dyker,0.48,0.68
20,20K247,Elementary,EMS,P.S. 247 Brooklyn,0.67,0.77
20,20K259,Middle,EMS,J.H.S. 259 William Mckinley,0.53,0.7
20,20K264,Elementary,EMS,P.S. 264 Bay Ridge Elementary School For The Arts,0.64,0.64
20,20K310,Elementary,EMS,The School For Future Leaders,0.71,0.77
20,20K445,High School,HS,New Utrecht High School,0.46,0.48
20,20K485,High School,HS,High School of Telecommunication Arts and Technolo,0.55,0.64
20,20K490,High School,HS,Fort Hamilton High School,0.41,0.54
20,20K503,Elementary,EMS,P.S. 503: The School of Discovery,0.52,0.35
20,20K505,High School,HS,Franklin Delano Roosevelt High School,0.53,0.4
20,20K506,Elementary,EMS,P.S. 506: The School of Journalism  Technology,0.43,0.36
20,20K609,High School,HS,Urban Assembly School for Criminal Justice,0.76,0.71
20,20K609,Middle,EMS,Urban Assembly School for Criminal Justice,0.7,0.57
20,20K658,YABC,YABC,Franklin Delano Roosevelt YABC,0.55,0.52
20,20K682,Elementary,EMS,The Academy of Talented Scholars,0.65,0.77
20,20K686,K-8,EMS,Brooklyn School of Inquiry,0.63,0.96
20,20K748,Elementary,EMS,P.S. 748 Brooklyn School for Global Scholars,0.37,0.79
20,20K971,Elementary,EMS,"School of Math, Science, and Healthy Living",0.48,0.48
21,21K090,Elementary,EMS,P.S. 90 Edna Cohen School,0.45,0.38
21,21K095,K-8,EMS,P.S. 095 The Gravesend,0.5,0.52
21,21K096,Middle,EMS,I.S. 096 Seth Low,0.5,0.43
21,21K097,Elementary,EMS,P.S. 97 The Highlawn,0.55,0.55
21,21K098,Middle,EMS,I.S. 98 Bay Academy,0.72,0.89
21,21K099,K-8,EMS,P.S. 099 Isaac Asimov,0.51,0.44
21,21K100,Elementary,EMS,P.S. 100 The Coney Island School,0.53,0.73
21,21K101,Elementary,EMS,P.S. 101 The Verrazano,0.88,0.78
21,21K121,K-8,EMS,P.S. 121 Nelson A. Rockefeller,0.58,0.56
21,21K128,Elementary,EMS,P.S. 128 Bensonhurst,0.42,0.4
21,21K153,Elementary,EMS,P.S. 153 Homecrest,0.48,0.52
21,21K177,Elementary,EMS,P.S. 177 The Marlboro,0.51,0.51
21,21K188,Elementary,EMS,P.S. 188 Michael E. Berdy,0.32,0.27
21,21K199,Elementary,EMS,P.S. 199 Frederick Wachtel,0.48,0.52
21,21K209,K-8,EMS,P.S. 209 Margaret Mead,0.55,0.5
21,21K212,Elementary,EMS,P.S. 212 Lady Deborah Moody,0.64,0.47
21,21K215,Elementary,EMS,P.S. 215 Morris H. Weiss,0.47,0.68
21,21K216,Elementary,EMS,P.S. 216 Arturo Toscanini,0.56,0.6
21,21K225,K-8,EMS,P.S. K225 - The Eileen E. Zaglin,0.43,0.33
21,21K226,K-8,EMS,P.S. 226 Alfred De B.Mason,0.55,0.56
21,21K228,Middle,EMS,I.S. 228 David A. Boody,0.43,0.58
21,21K238,K-8,EMS,P.S. 238 Anne Sullivan,0.38,0.32
21,21K239,Middle,EMS,Mark Twain I.S. 239 for the Gifted  Talented,0.47,0.94
21,21K253,Elementary,EMS,P.S. 253,0.89,0.81
21,21K281,Middle,EMS,I.S. 281 Joseph B Cavallaro,0.53,0.54
21,21K288,K-8,EMS,P.S. 288 The Shirley Tanyhill,0.47,0.2
21,21K303,Middle,EMS,I.S. 303 Herbert S. Eisenberg,0.41,0.43
21,21K329,Elementary,EMS,P.S. 329 Surfside,0.38,0.25
21,21K337,High School,HS,International High School at Lafayette,0.45,0.43
21,21K344,High School,HS,Rachel Carson High School for Coastal Studies,0.48,0.47
21,21K348,High School,HS,High School of Sports Management,0.41,0.3
21,21K410,High School,HS,Abraham Lincoln High School,0.47,0.4
21,21K411,YABC,YABC,Abraham Lincoln Yabc,0.5,0.54
21,21K468,High School,HS,Kingsborough Early College School,0.65,0.82
21,21K468,Middle,EMS,Kingsborough Early College School,0.54,0.56
21,21K525,High School,HS,Edward R. Murrow High School,0.38,0.57
21,21K540,High School,HS,John Dewey High School,0.5,0.5
21,21K559,High School,HS,Life Academy High School for Film and Music,0.57,0.52
21,21K572,High School,HS,Expeditionary Learning School for Community Leader,0.83,0.74
21,21K620,High School,HS,William E. Grady Career and Technical Education Hi,0.33,0.23
21,21K690,High School,HS,Brooklyn Studio Secondary School,0.46,0.55
21,21K690,Middle,EMS,Brooklyn Studio Secondary School,0.55,0.53
21,21K728,High School Transfer,HST,Liberation Diploma Plus,0.45,0.33
22,22K014,Middle,EMS,J.H.S. 014 Shell Bank,0.37,0.33
22,22K052,Elementary,EMS,P.S. 052 Sheepshead Bay,0.37,0.49
22,22K078,Middle,EMS,J.H.S. 078 Roy H. Mann,0.23,0.33
22,22K109,K-8,EMS,P.S. 109,0.44,0.36
22,22K119,Elementary,EMS,P.S. 119 Amersfort,0.38,0.38
22,22K134,Elementary,EMS,P.S. K134,0.85,0.84
22,22K139,Elementary,EMS,P.S. 139 Alexine A. Fenty,0.35,0.36
22,22K152,Elementary,EMS,School of Science  Technology,0.36,0.34
22,22K193,Elementary,EMS,P.S. 193 Gil Hodges,0.51,0.48
22,22K194,Elementary,EMS,P.S. 194 Raoul Wallenberg,0.41,0.36
22,22K195,Elementary,EMS,P.S. 195 Manhattan Beach,0.53,0.88
22,22K197,Elementary,EMS,P.S. 197 - The Kings Highway Academy,0.49,0.57
22,22K198,Elementary,EMS,P.S. 198 Brooklyn,0.23,0.35
22,22K203,Elementary,EMS,P.S. 203 Floyd Bennett School,0.46,0.43
22,22K206,K-8,EMS,P.S. 206 Joseph F Lamb,0.46,0.61
22,22K207,K-8,EMS,P.S. 207 Elizabeth G. Leary,0.38,0.57
22,22K217,Elementary,EMS,P.S. 217 Colonel David Marcus School,0.38,0.49
22,22K222,Elementary,EMS,P.S. 222 Katherine R. Snyder,0.61,0.77
22,22K234,Middle,EMS,J.H.S. 234 Arthur W. Cunningham,0.41,0.65
22,22K236,Elementary,EMS,P.S. 236 Mill Basin,0.27,0.75
22,22K240,Middle,EMS,Andries Hudde,0.33,0.39
22,22K245,Elementary,EMS,P.S. 245,0.49,0.43
22,22K251,Elementary,EMS,P.S. 251 Paerdegat,0.21,0.3
22,22K254,Elementary,EMS,P.S. 254 Dag Hammarskjold,0.43,0.7
22,22K255,Elementary,EMS,P.S. 255 Barbara Reing School,0.45,0.58
22,22K269,Elementary,EMS,P.S. 269 Nostrand,0.5,0.34
22,22K277,Elementary,EMS,P.S. 277 Gerritsen Beach,0.28,0.66
22,22K278,Middle,EMS,J.H.S. 278 Marine Park,0.42,0.56
22,22K312,Elementary,EMS,P.S. 312 Bergen Beach,0.38,0.69
22,22K315,Elementary,EMS,P.S. K315,0.45,0.38
22,22K381,Middle,EMS,I. S. 381,0.56,0.51
22,22K405,High School,HS,Midwood High School,0.52,0.74
22,22K425,High School,HS,James Madison High School,0.43,0.56
22,22K535,High School,HS,Leon M. Goldstein High School for the Sciences,0.57,0.83
22,22K555,High School,HS,Brooklyn College Academy,0.59,0.79
22,22K611,High School,HS,Origins High School,0.59,0.49
22,22K630,High School Transfer,HST,Professional Pathways High School,0.64,0.53
22,22K890,Middle,EMS,M.S. 890,,
23,23K041,K-8,EMS,P.S. 041 Francis White,0.42,0.19
23,23K137,K-8,EMS,P.S./I.S. 137 Rachel Jean Mitchell,0.44,0.25
23,23K150,Elementary,EMS,P.S. 150 Christopher,0.29,0.11
23,23K155,K-8,EMS,P.S./ I.S. 155 Nicholas Herkimer,0.41,0.29
23,23K156,Elementary,EMS,P.S. 156 Waverly,0.2,0.2
23,23K165,Elementary,EMS,P.S. 165 Ida Posner,0.75,0.32
23,23K178,K-8,EMS,P.S. 178 Saint Clair Mckelway,0.34,0.26
23,23K184,K-8,EMS,P.S. 184 Newport,0.32,0.2
23,23K284,K-8,EMS,"The Gregory Jocko Jackson School of Sports, Art, a",0.41,0.22
23,23K298,Elementary,EMS,P.S. 298 Dr. Betty Shabazz,0.41,0.3
23,23K323,K-8,EMS,P.S./I.S. 323,0.3,0.22
23,23K327,K-8,EMS,P.S. 327 Dr. Rose B. English,0.3,0.14
23,23K363,Middle,EMS,Brownsville Collaborative Middle School,0.39,0.21
23,23K392,Middle,EMS,I.S. 392,0.32,0.61
23,23K401,Elementary,EMS,Christopher Avenue Community School,0.43,0.33
23,23K446,Elementary,EMS,Riverdale Avenue Community School,0.34,0.2
23,23K493,High School,HS,Brooklyn Collegiate: A College Board School,0.61,0.39
23,23K514,High School,HS,Frederick Douglass Academy VII High School,0.5,0.24
23,23K518,Middle,EMS,Kappa V (Knowledge and Power Preparatory Academy),0.25,0.25
23,23K522,Middle,EMS,Mott Hall IV,0.47,0.27
23,23K599,Elementary,EMS,Brooklyn Landmark Elementary School,0.76,0.76
23,23K643,High School Transfer,HST,Brooklyn Democracy Academy,0.5,0.35
23,23K644,High School,HS,Eagle Academy for Young Men II,0.61,0.53
23,23K644,Middle,EMS,Eagle Academy for Young Men II,0.55,0.44
23,23K646,High School Transfer,HST,Aspirations Diploma Plus High School,0.42,0.32
23,23K647,High School Transfer,HST,Metropolitan Diploma Plus High School,0.71,0.51
23,23K664,Middle,EMS,Brooklyn Environmental Exploration School (BEES),0.49,0.26
23,23K668,Middle,EMS,Riverdale Avenue Middle School,0.43,0.2
23,23K671,Middle,EMS,Mott Hall Bridges Academy,0.56,0.31
23,23K697,High School,HS,Teachers Preparatory High School,0.44,0.25
23,23K697,Middle,EMS,Teachers Preparatory High School,0.28,0.23
24,24Q005,Middle,EMS,I.S. 5 - The Walter Crowley Intermediate School,0.5,0.59
24,24Q012,Elementary,EMS,P.S. 012 James B. Colgate,0.55,0.64
24,24Q013,Elementary,EMS,P.S. 013 Clement C. Moore,0.32,0.47
24,24Q014,Elementary,EMS,P.S. 014 Fairview,0.35,0.31
24,24Q016,Elementary,EMS,P.S. Q016 The Nancy DeBenedittis School,0.39,0.33
24,24Q019,Elementary,EMS,P.S. 019 Marino Jeantet,0.54,0.39
24,24Q049,K-8,EMS,P.S. 049 Dorothy Bonawit Kole,0.44,0.66
24,24Q058,Elementary,EMS,P.S. 58 - The School of Heroes,0.6,0.6
24,24Q061,Middle,EMS,I.S. 061 Leonardo Da Vinci,0.49,0.38
24,24Q068,Elementary,EMS,P.S. 068 Cambridge,0.43,0.4
24,24Q071,Elementary,EMS,P.S. 071 Forest,0.3,0.38
24,24Q073,Middle,EMS,I.S. 73 - The Frank Sansivieri Intermediate School,0.53,0.59
24,24Q077,Middle,EMS,I.S. 077,0.43,0.38
24,24Q081,Elementary,EMS,P.S. 81Q Jean Paul Richter,0.5,0.46
24,24Q087,K-8,EMS,P.S./I.S. 087 Middle Village,0.29,0.45
24,24Q088,Elementary,EMS,P.S. 088 Seneca,0.13,0.37
24,24Q089,Elementary,EMS,P.S. 089 Elmhurst,0.52,0.5
24,24Q091,Elementary,EMS,P.S. 091 Richard Arkwright,0.43,0.44
24,24Q093,Middle,EMS,I.S. 093 Ridgewood,0.41,0.47
24,24Q102,K-8,EMS,P.S. 102 Bayview,0.56,0.61
24,24Q110,Elementary,EMS,P.S. 110,0.53,0.46
24,24Q113,K-8,EMS,P.S./I.S. 113 Anthony J. Pranzo,0.42,0.66
24,24Q119,K-8,EMS,I.S. 119 The Glendale,0.38,0.67
24,24Q125,Middle,EMS,I.S. 125 Thom J. McCann Woodside,0.43,0.54
24,24Q128,K-8,EMS,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0.4,0.72
24,24Q143,Elementary,EMS,P.S. 143 Louis Armstrong,0.26,0.24
24,24Q153,Elementary,EMS,P.S. 153 Maspeth Elem,0.42,0.6
24,24Q199,Elementary,EMS,P.S. 199 Maurice A. Fitzgerald,0.51,0.49
24,24Q211,Elementary,EMS,Elm Tree Elementary School,,
24,24Q229,Elementary,EMS,P.S. 229 Emanuel Kaplan,0.45,0.58
24,24Q236,High School,HS,International High School for Health Sciences,0.34,0.36
24,24Q239,Elementary,EMS,P.S. 239,0.57,0.38
24,24Q264,High School,HS,Academy of Finance and Enterprise,0.7,0.77
24,24Q267,High School,HS,High School of Applied Communication,0.53,0.57
24,24Q290,Elementary,EMS,A.C.E. Academy for Scholars at the Geraldine Ferra,0.57,0.76
24,24Q293,High School,HS,Civic Leadership Academy,0.72,0.69
24,24Q296,High School,HS,Pan American International High School,0.78,0.54
24,24Q299,High School,HS,Bard High School Early College Queens,0.49,0.91
24,24Q305,Elementary,EMS,Learners and Leaders,0.74,0.58
24,24Q307,Elementary,EMS,Pioneer Academy,0.54,0.43
24,24Q311,Middle,EMS,Corona Arts  Sciences Academy,0.39,0.43
24,24Q330,Elementary,EMS,P.S. 330,0.33,0.38
24,24Q455,High School,HS,Newtown High School,0.6,0.42
24,24Q457,YABC,YABC,H.S. Arts  Business Yabc,0.28,0.37
24,24Q485,High School,HS,Grover Cleveland High School,0.34,0.32
24,24Q520,High School,HS,Middle College High School at LaGuardia Community,0.58,0.67
24,24Q530,High School,HS,International High School at LaGuardia Community C,0.73,0.66
24,24Q550,High School,HS,High School for Arts and Business,0.69,0.68
24,24Q560,High School,HS,"Robert F. Wagner, Jr. Secondary School for Arts an",0.58,0.69
24,24Q560,Middle,EMS,"Robert F. Wagner, Jr. Secondary School for Arts an",0.51,0.94
24,24Q585,High School,HS,Maspeth High School,0.64,0.83
24,24Q600,High School,HS,Queens Vocational and Technical High School,0.48,0.56
24,24Q610,High School,HS,Aviation Career  Technical Education High School,0.68,0.81
24,24Q744,High School Transfer,HST,VOYAGES Preparatory,0.49,0.38
24,24Q877,Elementary,EMS,The 51 Avenue Academy (The Path To Academic Excell,0.73,0.59
25,25Q020,Elementary,EMS,P.S. 020 John Bowne,0.49,0.64
25,25Q021,Elementary,EMS,P.S. 021 Edward Hart,0.46,0.68
25,25Q022,Elementary,EMS,P.S. 022 Thomas Jefferson,0.8,0.75
25,25Q024,Elementary,EMS,P.S. 024 Andrew Jackson,0.77,0.77
25,25Q025,Middle,EMS,I.S. 025 Adrien Block,0.38,0.66
25,25Q029,Elementary,EMS,P.S. 029 Queens,0.63,0.54
25,25Q032,Elementary,EMS,P.S. 032 State Street,0.58,0.78
25,25Q079,Elementary,EMS,P.S. 079 Francis Lewis,0.42,0.76
25,25Q107,Elementary,EMS,P.S. 107 Thomas A Dooley,0.62,0.69
25,25Q120,Elementary,EMS,P.S. 120 Queens,0.55,0.58
25,25Q129,Elementary,EMS,P.S. 129 Patricia Larkin,0.44,0.69
25,25Q130,Elementary,EMS,P.S. 130,,
25,25Q154,Elementary,EMS,P.S. 154 Queens,0.52,0.66
25,25Q163,Elementary,EMS,P.S. 163 Flushing Heights,0.62,0.72
25,25Q164,K-8,EMS,P.S. 164 Queens Valley,0.4,0.62
25,25Q165,Elementary,EMS,P.S. 165 Edith K. Bergtraum,0.62,0.66
25,25Q169,Elementary,EMS,P.S. 169 Bay Terrace,0.62,0.73
25,25Q184,Elementary,EMS,P.S. 184 Flushing Manor,0.51,0.78
25,25Q185,Middle,EMS,J.H.S. 185 Edward Bleeker,0.45,0.67
25,25Q189,Middle,EMS,J.H.S. 189 Daniel Carter Beard,0.36,0.56
25,25Q193,Elementary,EMS,P.S. 193 Alfred J. Kennedy,0.44,0.78
25,25Q194,Middle,EMS,J.H.S. 194 William Carr,0.32,0.63
25,25Q200,K-8,EMS,P.S./M.S. 200 - The Pomonok School  STAR Academy,0.31,0.46
25,25Q201,Elementary,EMS,P.S. 201 The Discovery School for Inquiry and Rese,0.33,0.33
25,25Q209,Elementary,EMS,P.S. 209 Clearview Gardens,0.26,0.73
25,25Q214,Elementary,EMS,P.S. 214 Cadwallader Colden,0.48,0.68
25,25Q219,K-8,EMS,P.S. 219 Paul Klapper,0.62,0.58
25,25Q237,Middle,EMS,I.S. 237,0.38,0.61
25,25Q240,High School,HS,Veritas Academy,0.56,0.51
25,25Q241,High School,HS,Queens High School for Language Studies,0.82,0.79
25,25Q250,Middle,EMS,I.S. 250 The Robert F. Kennedy Community Middle Sc,0.37,0.4
25,25Q252,High School,HS,"Queens School of Inquiry, The",0.59,0.8
25,25Q252,Middle,EMS,"Queens School of Inquiry, The",0.31,0.65
25,25Q263,High School,HS,Flushing International High School,0.52,0.47
25,25Q281,High School,HS,East-West School of International Studies,0.66,0.76
25,25Q281,Middle,EMS,East-West School of International Studies,0.54,0.88
25,25Q285,High School,HS,World Journalism Preparatory: A College Board Scho,0.58,0.75
25,25Q285,Middle,EMS,World Journalism Preparatory: A College Board Scho,0.42,0.71
25,25Q294,Middle,EMS,BELL Academy,0.73,0.84
25,25Q425,High School,HS,John Bowne High School,0.5,0.46
25,25Q460,High School,HS,Flushing High School,0.28,0.3
25,25Q467,YABC,YABC,Flushing Yabc,0.52,0.57
25,25Q499,K-8,EMS,"The Queens College School for Math, Science and Te",0.49,0.8
25,25Q525,High School,HS,Townsend Harris High School,0.6,0.93
25,25Q540,High School Transfer,HST,Queens Academy High School,0.23,0.27
25,25Q670,High School,HS,Robert F. Kennedy Community High School,0.53,0.56
25,25Q792,High School Transfer,HST,North Queens Community High School,0.37,0.32
26,26Q018,Elementary,EMS,P.S. 018 Winchester,0.5,0.8
26,26Q026,Elementary,EMS,P.S. 026 Rufus King,0.59,0.74
26,26Q031,Elementary,EMS,P.S. 031 Bayside,0.41,0.65
26,26Q041,Elementary,EMS,P.S. 041 Crocheron,0.76,0.93
26,26Q046,Elementary,EMS,P.S. 046 Alley Pond,0.5,0.81
26,26Q067,Middle,EMS,J.H.S. 067 Louis Pasteur,0.39,0.91
26,26Q074,Middle,EMS,J.H.S. 074 Nathaniel Hawthorne,0.35,0.85
26,26Q094,Elementary,EMS,P.S. 094 David D. Porter,0.86,0.89
26,26Q098,Elementary,EMS,P.S. 098 The Douglaston School,0.26,0.87
26,26Q115,Elementary,EMS,The James J. Ambrose School,0.47,0.86
26,26Q133,Elementary,EMS,P.S. 133 Queens,0.54,0.77
26,26Q158,Middle,EMS,M.S. 158 Marie Curie,0.29,0.77
26,26Q159,Elementary,EMS,P.S. 159,0.53,0.84
26,26Q162,Elementary,EMS,P.S. 162 John Golden,0.31,0.72
26,26Q172,Middle,EMS,Irwin Altman Middle School 172,0.43,0.73
26,26Q173,Elementary,EMS,P.S. 173 Fresh Meadows,0.56,0.78
26,26Q178,K-8,EMS,P.S./ IS 178 Holliswood,0.46,0.62
26,26Q186,Elementary,EMS,P.S. 186 Castlewood,0.45,0.72
26,26Q188,Elementary,EMS,P.S. 188 Kingsbury,0.41,0.97
26,26Q191,Elementary,EMS,P.S. 191 Mayflower,0.56,0.8
26,26Q203,Elementary,EMS,P.S. 203 Oakland Gardens,0.73,0.96
26,26Q205,Elementary,EMS,P.S. 205 Alexander Graham Bell,0.43,0.86
26,26Q213,Elementary,EMS,P.S. 213 The Carl Ullman School,0.35,0.73
26,26Q216,Middle,EMS,J.H.S. 216 George J. Ryan,0.58,0.85
26,26Q221,Elementary,EMS,P.S. 221 The North Hills School,0.41,0.78
26,26Q266,K-8,EMS,P.S./I.S. 266,0.37,0.66
26,26Q315,High School,HS,Business Technology Early College High School,0.5,0.64
26,26Q415,High School,HS,Benjamin N. Cardozo High School,0.49,0.66
26,26Q430,High School,HS,Francis Lewis High School,0.51,0.71
26,26Q435,High School,HS,Martin Van Buren High School,0.35,0.39
26,26Q495,High School,HS,Bayside High School,0.68,0.77
26,26Q566,High School,HS,"Queens High School of Teaching, Liberal Arts and t",0.41,0.59
27,27Q042,K-8,EMS,P.S./M.S 042 R. Vernam,0.38,0.19
27,27Q043,K-8,EMS,P.S. 043,0.37,0.26
27,27Q045,Elementary,EMS,P.S. 045 Clarence Witherspoon,0.32,0.25
27,27Q047,K-8,EMS,P.S. 047 Chris Galas,0.64,0.62
27,27Q053,Middle,EMS,M.S. 053 Brian Piccolo,0.42,0.14
27,27Q056,Elementary,EMS,P.S. 056 Harry Eichler,0.36,0.47
27,27Q060,Elementary,EMS,P.S. 060 Woodhaven,0.78,0.65
27,27Q062,Elementary,EMS,P. S. 62 - Chester Park School,0.37,0.54
27,27Q063,Elementary,EMS,P.S. 063 Old South,0.51,0.55
27,27Q064,Elementary,EMS,P.S. 064 Joseph P. Addabbo,0.45,0.56
27,27Q065,Elementary,EMS,P.S. 65 - The Raymond York Elementary School,0.58,0.51
27,27Q066,Elementary,EMS,P.S. 066 Jacqueline Kennedy Onassis,0.59,0.58
27,27Q090,Elementary,EMS,P.S. 090 Horace Mann,0.39,0.5
27,27Q096,Elementary,EMS,P.S. 096,0.47,0.6
27,27Q097,Elementary,EMS,P.S. 097 Forest Park,0.32,0.52
27,27Q100,Elementary,EMS,P.S. 100 Glen Morris,0.48,0.57
27,27Q104,Elementary,EMS,P.S. 104 The Bays Water,0.53,0.36
27,27Q105,K-8,EMS,P.S. 105 The Bay School,0.34,0.21
27,27Q106,Elementary,EMS,Lighthouse Elementary School,0.36,0.21
27,27Q108,Elementary,EMS,P.S. 108 Captain Vincent G. Fowler,0.47,0.6
27,27Q114,K-8,EMS,P.S./M.S. 114 Belle Harbor,0.48,0.72
27,27Q123,Elementary,EMS,P.S. 123,0.35,0.36
27,27Q124,K-8,EMS,P.S. 124 Osmond A Church,0.36,0.48
27,27Q137,Middle,EMS,M.S. 137 Americas School of Heroes,0.49,0.57
27,27Q146,K-8,EMS,P.S. 146 Howard Beach,0.51,0.59
27,27Q155,Elementary,EMS,P.S. 155,0.62,0.67
27,27Q183,K-8,EMS,P.S. 183 Dr. Richard R. Green,0.58,0.23
27,27Q197,Elementary,EMS,P.S. 197 The Ocean School,0.61,0.32
27,27Q202,Middle,EMS,J.H.S. 202 Robert H. Goddard,0.34,0.56
27,27Q207,K-8,EMS,P.S. 207 Rockwood Park,0.23,0.58
27,27Q210,Middle,EMS,J.H.S. 210 Elizabeth Blackwell,0.24,0.46
27,27Q223,Elementary,EMS,P.S. 223 Lyndon B. Johnson,0.32,0.35
27,27Q226,Middle,EMS,J.H.S. 226 Virgil I. Grissom,0.23,0.34
27,27Q232,K-8,EMS,P.S. 232 Lindenwood,0.6,0.6
27,27Q253,Elementary,EMS,P.S. 253,0.35,0.31
27,27Q254,Elementary,EMS,P.S. 254 - The Rosa Parks School,0.15,0.5
27,27Q260,High School,HS,Frederick Douglass Academy VI High School,0.27,0.13
27,27Q261,High School Transfer,HST,Voyages Prep - South Queens,0.78,0.58
27,27Q262,High School,HS,Channel View School for Research,0.61,0.69
27,27Q262,Middle,EMS,Channel View School for Research,0.28,0.58
27,27Q273,Elementary,EMS,P.S. 273,0.23,0.43
27,27Q282,Middle,EMS,Knowledge and Power Preparatory Academy VI,0.72,0.6
27,27Q297,Middle,EMS,Hawtree Creek Middle School,0.32,0.43
27,27Q302,High School,HS,"Queens High School for Information, Research, and",0.67,0.39
27,27Q306,Elementary,EMS,New York City Academy for Discovery,0.36,0.4
27,27Q308,High School,HS,Robert H. Goddard High School of Communication Art,0.64,0.71
