District,DBN,School Type,Report Type,School Name,Impact,Performance
13,84K757,Middle,EMS,Unity Prep Charter School,0.24,0.29
15,84K758,Middle,EMS,Brooklyn Urban Garden Charter School,0.45,0.54
18,84K759,Elementary,EMS,Canarsie Ascend Charter School,0.79,0.76
19,84K769,Elementary,EMS,Hyde Leadership Charter School- Brooklyn,0.5,0.46
21,84K772,Elementary,EMS,Success Academy Charter School - Bensonhurst - New,,
19,84K774,K-8,EMS,Achievement First Apollo Charter School,0.73,0.67
23,84K775,High School,HS,Leadership Preparatory Ocean Hill Charter School,0.35,0.69
23,84K775,K-8,EMS,Leadership Preparatory Ocean Hill Charter School,0.4,0.7
23,84K777,Middle,EMS,Ocean Hill Collegiate Charter School,0.69,0.64
13,84K780,Middle,EMS,Brooklyn East Collegiate Charter School,0.65,0.52
22,84K781,Elementary,EMS,Success Academy Charter School - Bergen Beach - Ne,,
16,84K782,K-8,EMS,Bedford Stuyvesant New Beginnings Charter School,0.48,0.4
32,84K784,Elementary,EMS,Achievement First North Brooklyn Prep Charter Scho,,
19,84K785,Elementary,EMS,Imagine Me Leadership Charter School,0.39,0.74
19,84K788,Elementary,EMS,Achievement First Linden Elementary School,,
13,84K789,Elementary,EMS,Compass Charter School,,
22,84K790,Elementary,EMS,Central Brooklyn Ascend Charter School,,
22,84K791,K-8,EMS,Brooklyn Dreams Charter School,0.31,0.44
18,84K792,Elementary,EMS,The Cultural Arts Academy at Spring Creek Charter,0.05,0.35
32,84K793,K-8,EMS,Bushwick Ascend Charter School,0.63,0.53
18,84K797,Elementary,EMS,New Hope Academy Charter School,0.06,0.4
13,84K803,High School,HS,Brooklyn LABCharter School,,
13,84K803,Middle,EMS,Brooklyn LABCharter School,0.47,0.34
19,84K807,Middle,EMS,Collegiate Academy for Math and Personal Awareness,0.54,0.34
17,84K876,Middle,EMS,Achievement First Voyager Charter School,0.53,0.45
13,84K879,K-8,EMS,Brooklyn Prospect Charter School Downtown,0.46,0.73
16,84K892,High School,HS,Brooklyn Emerging Leaders Academy,,
5,84M065,High School,HS,Democracy Prep Endurance Charter School,0.47,0.58
5,84M065,Middle,EMS,Democracy Prep Endurance Charter School,0.66,0.48
6,84M068,High School,HS,KIPP Washington Heights Middle School,0.44,0.67
6,84M068,K-8,EMS,KIPP Washington Heights Middle School,0.72,0.66
1,84M080,Elementary,EMS,Manhattan Charter School II,0.5,0.51
5,84M085,Elementary,EMS,Global Community Charter School,0.42,0.41
5,84M100,Elementary,EMS,Neighborhood Charter School of Harlem,0.85,0.76
4,84M168,Elementary,EMS,East Harlem Scholars Academy Charter School II,0.39,0.38
2,84M170,Elementary,EMS,Success Academy Hells Kitchen (Manhattan 2),0.94,1
2,84M174,Elementary,EMS,Success Academy Union Square (Manhattan 1),0.88,1
3,84M186,Elementary,EMS,Harlem Hebrew Language Charter School,0.17,0.4
1,84M202,Middle,EMS,Great Oaks Charter School,0.28,0.34
4,84M204,Middle,EMS,Capital Preparatory (CP) Harlem Charter School,0.32,0.35
2,84M263,Middle,EMS,New York City Charter School of the Arts,0.04,0.43
6,84M265,Elementary,EMS,Success Academy Charter School - Washington Height,,
3,84M279,High School,HS,The Opportunity Charter School,0.55,0.31
3,84M279,Middle,EMS,The Opportunity Charter School,0.37,0.18
5,84M284,High School,HS,Harlem Childrens Zone Promise Academy 1 Charter S,0.66,0.71
5,84M284,K-8,EMS,Harlem Childrens Zone Promise Academy 1 Charter S,0.37,0.59
6,84M295,Middle,EMS,School in the Square Public Charter School,0.5,0.39
1,84M320,Elementary,EMS,Manhattan Charter School,0.65,0.57
3,84M329,Elementary,EMS,Harlem Link Charter School,0.29,0.34
1,84M330,K-8,EMS,Girls Preparatory Charter School of New York,0.62,0.58
4,84M335,High School,HS,Harlem Village Academy Leadership Charter School,0.49,0.67
4,84M335,K-8,EMS,Harlem Village Academy Leadership Charter School,0.7,0.49
5,84M336,High School,HS,KIPP Infinity Charter School,0.37,0.65
5,84M336,K-8,EMS,KIPP Infinity Charter School,0.69,0.64
4,84M337,D75,D75,New York Center for Autism Charter School,,
5,84M341,High School,HS,Harlem Childrens Zone Promise Academy II Charter,0.57,0.71
5,84M341,K-8,EMS,Harlem Childrens Zone Promise Academy II Charter,0.45,0.61
5,84M350,High School,HS,Democracy Prep Charter School,0.46,0.68
5,84M350,Middle,EMS,Democracy Prep Charter School,0.7,0.52
3,84M351,High School,HS,Success Academy Charter School - Harlem 1,0.35,0.56
3,84M351,K-8,EMS,Success Academy Charter School - Harlem 1,0.71,0.82
6,84M353,High School,HS,New Heights Academy Charter School,0.69,0.66
6,84M353,Middle,EMS,New Heights Academy Charter School,0.49,0.41
4,84M382,High School,HS,DREAM Charter School,,
4,84M382,K-8,EMS,DREAM Charter School,0.54,0.49
5,84M384,K-8,EMS,Success Academy Charter School - Harlem 2,0.7,0.85
4,84M385,High School,HS,Success Academy Charter School - Harlem 3,,
4,84M385,K-8,EMS,Success Academy Charter School - Harlem 3,0.75,0.79
3,84M386,K-8,EMS,Success Academy Charter School - Harlem 4,0.82,0.88
5,84M388,Middle,EMS,St. HOPE Leadership Academy Charter School,0.7,0.4
6,84M430,Middle,EMS,The Equity Project Charter School (TEP),0.72,0.53
4,84M433,High School,HS,Renaissance Charter High School for Innovation,0.49,0.25
6,84M478,High School,HS,Inwood Academy for Leadership Charter School,0.33,0.39
6,84M478,Middle,EMS,Inwood Academy for Leadership Charter School,0.45,0.38
5,84M481,High School,HS,Democracy Prep Harlem Charter School,0.43,0.57
5,84M481,K-8,EMS,Democracy Prep Harlem Charter School,0.53,0.45
5,84M482,K-8,EMS,Success Academy Charter School - Harlem 5,0.75,0.87
3,84M483,Elementary,EMS,New York French American Charter School,0.17,0.49
4,84M518,K-8,EMS,East Harlem Scholars Academy Charter School,0.52,0.48
2,84M522,High School,HS,Broome Street Academy Charter School,0.51,0.35
3,84M523,K-8,EMS,Success Academy Charter School - Upper West,0.86,1
3,84M702,Elementary,EMS,Sisulu-Walker Charter School of Harlem,0.51,0.56
4,84M704,K-8,EMS,Harbor Science and Arts Charter School,0.34,0.39
4,84M705,Elementary,EMS,Amber Charter School,0.37,0.6
2,84M707,High School Transfer,HST,John V. Lindsay Wildcat Academy Charter School,0.5,0.31
4,84M708,High School,HS,Harlem Prep Charter School,0.48,0.48
4,84M708,K-8,EMS,Harlem Prep Charter School,0.35,0.38
5,84M709,High School,HS,Harlem Village Academy Charter School,0.44,0.66
5,84M709,K-8,EMS,Harlem Village Academy Charter School,0.57,0.55
5,84M726,High School,HS,KIPP STAR College Prep Charter School,0.63,0.65
5,84M726,K-8,EMS,KIPP STAR College Prep Charter School,0.77,0.56
3,84M861,K-8,EMS,Future Leaders Institute Charter School,0.36,0.38
24,84Q083,Middle,EMS,Central Queens Academy Charter School,0.7,0.69
27,84Q170,Elementary,EMS,Peninsula Preparatory Academy Charter School,0.61,0.59
24,84Q298,Middle,EMS,Middle Village Prep Charter School,0.51,0.78
30,84Q304,K-8,EMS,VOICE Charter School of New York,0.54,0.52
27,84Q320,High School,HS,New Visions Charter High School for Advanced Math,0.32,0.51
30,84Q321,K-8,EMS,Growing Up Green Charter School,0.44,0.54
29,84Q337,Elementary,EMS,Success Academy Charter School - Rosedale - New Yo,,
29,84Q339,Elementary,EMS,Success Academy Charter School - Springfield Garde,,
27,84Q340,K-8,EMS,Challenge Preparatory Charter School,0.17,0.4
29,84Q341,K-8,EMS,Riverton Street Charter School,0.35,0.5
28,84Q342,Elementary,EMS,Rochdale Early Advantage Charter School,0.24,0.61
30,84Q359,Elementary,EMS,Academy of the City Charter School,0.45,0.69
27,84Q373,High School,HS,New Visions Charter High School for the Humanities,,
24,84Q380,Middle,EMS,Forte Preparatory Academy Charter School,,
29,84Q704,Elementary,EMS,Merrick Academy - Queens Public Charter School,0.38,0.39
30,84Q705,High School,HS,Renaissance Charter School,0.53,0.7
30,84Q705,K-8,EMS,Renaissance Charter School,0.59,0.62
30,84Q706,K-8,EMS,Our World Neighborhood Charter School,0.36,0.59
31,84R012,High School Transfer,HST,New Ventures Charter School,0.65,0.66
31,84R067,High School,HS,John W. Lavelle Preparatory Charter School,0.71,0.69
31,84R067,K-8,EMS,John W. Lavelle Preparatory Charter School,0.42,0.36
31,84R073,Middle,EMS,New World Preparatory Charter School,0.47,0.43
12,84X124,Elementary,EMS,Childrens Aid College Prep Charter School,0.26,0.54
9,84X133,K-8,EMS,Icahn Charter School 6,0.35,0.6
8,84X165,K-8,EMS,Grand Concourse Charter School,0.56,0.59
9,84X177,Middle,EMS,Mott Hall Charter School,0.44,0.35
12,84X185,High School,HS,Bronx Lighthouse Charter School,0.55,0.61
12,84X185,K-8,EMS,Bronx Lighthouse Charter School,0.3,0.31
12,84X200,High School Transfer,HST,New Visions A.I.M. Charter High School II,0.2,0.16
8,84X202,High School,HS,New Visions Charter High School for Advanced Math,0.82,0.65
7,84X208,High School,HS,New Visions Charter High School for the Humanities,0.53,0.4
7,84X233,K-8,EMS,Family Life Academy Charter School II,0.69,0.69
11,84X255,K-8,EMS,Bronx Charter School for Excellence,0.32,0.6
7,84X256,Elementary,EMS,Heketi Community Charter School,0.35,0.32
7,84X309,Elementary,EMS,South Bronx Charter School for International Cultu,0.66,0.62
8,84X345,High School,HS,Hyde Leadership Charter School,0.47,0.56
8,84X345,K-8,EMS,Hyde Leadership Charter School,0.63,0.49
12,84X346,K-8,EMS,South Bronx Classical Charter School,0.71,0.82
10,84X347,High School,HS,International Leadership Charter High School,0.58,0.62
8,84X362,Elementary,EMS,Icahn Charter School 7,0.44,0.72
7,84X364,Elementary,EMS,South Bronx Classical Charter School II,0.98,1
11,84X378,K-8,EMS,Icahn Charter School 2,0.62,0.86
8,84X380,Elementary,EMS,Success Academy Charter School - Bronx 3,0.96,0.99
7,84X387,Elementary,EMS,Brilla College Prep Charter School,0.53,0.58
7,84X389,K-8,EMS,Bronx Global Learning Institute for Girls Charter,0.22,0.44
7,84X393,High School,HS,University Prep Charter High School,0.7,0.64
7,84X394,Elementary,EMS,Mott Haven Academy Charter School,0.51,0.54
7,84X395,High School,HS,"NYC Charter High School for Architecture, Engineer",0.82,0.62
10,84X398,K-8,EMS,Bronx Community Charter School,0.3,0.39
7,84X407,Elementary,EMS,Bronx Charter School for Children,0.23,0.49
9,84X419,K-8,EMS,Bronx Academy of Promise Charter School,0.51,0.55
11,84X422,K-8,EMS,Icahn Charter School 3,0.7,0.72
10,84X429,High School,HS,Charter High School for Law and Social Justice,0.34,0.39
10,84X460,Middle,EMS,Atmosphere Charter School,0.4,0.35
9,84X461,High School,HS,Metropolitan Lighthouse Charter School,,
9,84X461,K-8,EMS,Metropolitan Lighthouse Charter School,0.28,0.39
8,84X464,Elementary,EMS,Success Academy Charter School - Bronx 4 - New Yor,,
8,84X465,Elementary,EMS,Boys Preparatory Charter School of New York,,
7,84X471,High School,HS,American Dream Charter School,,
7,84X471,Middle,EMS,American Dream Charter School,0.38,0.45
7,84X472,Elementary,EMS,Family Life Academy Charter School III,,
12,84X482,High School,HS,Dr. Richard Izquierdo Health and Science Charter S,0.72,0.62
12,84X482,Middle,EMS,Dr. Richard Izquierdo Health and Science Charter S,0.54,0.46
8,84X487,K-8,EMS,Girls Preparatory Charter School of the Bronx,0.66,0.56
11,84X488,High School,HS,The Equality Charter School,0.62,0.53
11,84X488,Middle,EMS,The Equality Charter School,0.34,0.41
7,84X491,K-8,EMS,Academic Leadership Charter School,0.72,0.63
8,84X492,Middle,EMS,South Bronx Early College Academy Charter School,0.24,0.26
7,84X493,K-8,EMS,Success Academy Charter School - Bronx 1,0.7,0.88
9,84X494,K-8,EMS,Success Academy Charter School - Bronx 2,0.82,0.89
11,84X496,K-8,EMS,Icahn Charter School 4,0.55,0.84
11,84X538,K-8,EMS,Icahn Charter School 5,0.49,0.8
10,84X539,High School,HS,New Visions Charter High School for Advanced Math,0.5,0.56
10,84X553,High School,HS,New Visions Charter High School for the Humanities,0.64,0.53
7,84X554,Elementary,EMS,New York City Montessori Charter School,0.52,0.29
7,84X581,High School,HS,South Bronx Community Charter School,0.2,0.39
7,84X585,Middle,EMS,Legacy College Preparatory,,
12,84X587,D75,D75,New York Center for Autism Charter School Bronx,,
9,84X703,High School,HS,Bronx Preparatory Charter School,0.61,0.61
9,84X703,Middle,EMS,Bronx Preparatory Charter School,0.37,0.39
7,84X704,High School,HS,KIPP Academy Charter School,0.62,0.68
7,84X704,K-8,EMS,KIPP Academy Charter School,0.72,0.6
9,84X705,Elementary,EMS,Family Life Academy Charter School,0.35,0.53
9,84X706,K-8,EMS,Harriet Tubman Charter School,0.47,0.54
9,84X717,K-8,EMS,Icahn Charter School,0.27,0.65
11,84X718,Elementary,EMS,Bronx Charter School for Better Learning,0.42,0.69
8,84X730,Elementary,EMS,Bronx Charter School for the Arts,0.23,0.52
